video_id,title,description,published_at,view_count,comment_count,duration_sec,brand,full_text,url,majority_sentiment,positive_count,negative_count,neutral_count,total_analyzed
iZjpjBxSHg4,"Introducing Gatorade Lower Sugar: No Artificial Flavors, Sweeteners, or Colors","Learn more: gatorade.com

Song: APT. by Rosé and Bruno Mars",2026-03-04T14:56:50Z,11802,47,31.0,Gatorade,"Introducing Gatorade Lower Sugar: No Artificial Flavors, Sweeteners, or Colors Learn more: gatorade.com

Song: APT. by Rosé and Bruno Mars",https://www.youtube.com/watch?v=iZjpjBxSHg4,Neutral,14,14,6,34
lO0hFCVG8bw,Lose More. Win More. Lab Tested.,"Science-backed. Game tested. So that you can lose more sweat and prove how much you're willing to win. 

Gatorade. Is it in you?",2025-09-08T00:21:37Z,300214,24,31.0,Gatorade,"Lose More. Win More. Lab Tested. Science-backed. Game tested. So that you can lose more sweat and prove how much you're willing to win. 

Gatorade. Is it in you?",https://www.youtube.com/watch?v=lO0hFCVG8bw,Positive,14,2,8,24
-CGFPkKBcA8,Lose More. Win More.​,"How much sweat are you willing to lose?​
That’s how you know how much you’re willing to win.​

Find out more at Gatorade.com​

Song - peekaboo - Kendrick Lamar",2025-04-18T11:00:13Z,12773,37,61.0,Gatorade,"Lose More. Win More.​ How much sweat are you willing to lose?​
That’s how you know how much you’re willing to win.​

Find out more at Gatorade.com​

Song - peekaboo - Kendrick Lamar",https://www.youtube.com/watch?v=-CGFPkKBcA8,Positive,21,0,11,32
nbhowMh2yLo,Lose More. Win More.​,"How much sweat are you willing to lose?​
That’s how you know how much you’re willing to win.​

Find out more at Gatorade.com​

Song - peekaboo - Kendrick Lamar",2025-04-18T10:59:48Z,1771629,1473,61.0,Gatorade,"Lose More. Win More.​ How much sweat are you willing to lose?​
That’s how you know how much you’re willing to win.​

Find out more at Gatorade.com​

Song - peekaboo - Kendrick Lamar",https://www.youtube.com/watch?v=nbhowMh2yLo,Positive,48,13,39,100
_7CjZh6y4xQ,Gatorade | THE TAKE,"Give everything to the game and take what’s yours. JuJu Watkins, Paige Bueckers, and Cooper Flagg are ready to make this month their own. 

Fuel up with what drives the game at Gatorade.com

#basketball #gatorade #win #motivation #cooperflagg #paigebueckers #jujuwatkins #isitinyou",2025-03-17T12:55:30Z,1754163,31,31.0,Gatorade,"Gatorade | THE TAKE Give everything to the game and take what’s yours. JuJu Watkins, Paige Bueckers, and Cooper Flagg are ready to make this month their own. 

Fuel up with what drives the game at Gatorade.com

#basketball #gatorade #win #motivation #cooperflagg #paigebueckers #jujuwatkins #isitinyou",https://www.youtube.com/watch?v=_7CjZh6y4xQ,Neutral,3,1,4,8
nEvHSVpdjj0,Gatorade Hydration Booster | PUT YOUR WATER TO WORK,"Gatorade Hydration Booster delivers all-day, always-on hydration. With an advanced blend of electrolytes and essential vitamins, this is science backed hydration that puts your water to work.

Shop now at Gatorade.com.",2024-09-17T17:12:04Z,6606107,19,16.0,Gatorade,"Gatorade Hydration Booster | PUT YOUR WATER TO WORK Gatorade Hydration Booster delivers all-day, always-on hydration. With an advanced blend of electrolytes and essential vitamins, this is science backed hydration that puts your water to work.

Shop now at Gatorade.com.",https://www.youtube.com/watch?v=nEvHSVpdjj0,Neutral,4,3,12,19
2G9As8tl_no,Gatorade | HELLO COACH | JOSH ALLEN,"He sent 1000 emails to college coaches asking for a chance.
He got no replies. But Josh Allen has IT. And when you've got
IT, you keep going until the world takes notice. 
IT will not be ignored. Is IT in you?",2024-09-10T14:58:10Z,901729,133,31.0,Gatorade,"Gatorade | HELLO COACH | JOSH ALLEN He sent 1000 emails to college coaches asking for a chance.
He got no replies. But Josh Allen has IT. And when you've got
IT, you keep going until the world takes notice. 
IT will not be ignored. Is IT in you?",https://www.youtube.com/watch?v=2G9As8tl_no,Neutral,43,6,51,100
-DATyIM_sxw,Gatorade | You Know We Got IT,"The game is played on the field, but won on the inside. And in a game like this, IT makes all the difference.

Is IT In You?

Shop Now at Gatorade.com",2024-09-04T13:54:58Z,53485,110,46.0,Gatorade,"Gatorade | You Know We Got IT The game is played on the field, but won on the inside. And in a game like this, IT makes all the difference.

Is IT In You?

Shop Now at Gatorade.com",https://www.youtube.com/watch?v=-DATyIM_sxw,Positive,64,3,16,83
FIKAZFmJe-0,Gatorade | NEW HISTORY | A’JA WILSON,"When you’re the first female hooper to get a statue on your school’s campus, you leave a legacy that will stand for generations. Back to back WNBA champion A’ja Wilson has IT, and IT ignites dreams.

Fuel up like A’ja Wilson at Gatorade.com",2024-07-22T21:42:03Z,9148,19,31.0,Gatorade,"Gatorade | NEW HISTORY | A’JA WILSON When you’re the first female hooper to get a statue on your school’s campus, you leave a legacy that will stand for generations. Back to back WNBA champion A’ja Wilson has IT, and IT ignites dreams.

Fuel up like A’ja Wilson at Gatorade.com",https://www.youtube.com/watch?v=FIKAZFmJe-0,Positive,11,1,3,15
AkLvLzLYMjU,Gatorade | IT HASN’T CHANGED,IT drives the game. Is IT in you?,2024-05-29T11:00:05Z,1169383,80,60.0,Gatorade,Gatorade | IT HASN’T CHANGED IT drives the game. Is IT in you?,https://www.youtube.com/watch?v=AkLvLzLYMjU,Positive,39,6,28,73
pqoFMwXjcsY,Gatorade | IT HASN’T CHANGED,"Everything about the game has changed, except for the most important thing: what you have inside. 
Narrated by Michael Jordan.

Fuel up with what drives the game at Gatorade.com
 
FE!N by Travis Scott (ft. Playboi Carti)",2024-05-29T11:00:03Z,2956589,394,61.0,Gatorade,"Gatorade | IT HASN’T CHANGED Everything about the game has changed, except for the most important thing: what you have inside. 
Narrated by Michael Jordan.

Fuel up with what drives the game at Gatorade.com
 
FE!N by Travis Scott (ft. Playboi Carti)",https://www.youtube.com/watch?v=pqoFMwXjcsY,Positive,46,11,43,100
3DEvm2LHKaM,Gatorade | Caitlin Clark - It is just getting started.,"She's already made history, but her story is just getting started.
Fuel up like Caitlin. Learn more at Gatorade.com",2024-05-17T18:40:21Z,1041488,62,31.0,Gatorade,"Gatorade | Caitlin Clark - It is just getting started. She's already made history, but her story is just getting started.
Fuel up like Caitlin. Learn more at Gatorade.com",https://www.youtube.com/watch?v=3DEvm2LHKaM,Positive,27,9,14,50
C29zTTTNmu4,Gatorade | Paige Bueckers | Shine Your Light,"Adversity is the fuel that keeps Paige Bueckers going. If she can shine against all odds, you can too 🪣 x ⚡️",2024-03-29T13:02:18Z,606536,15,61.0,Gatorade,"Gatorade | Paige Bueckers | Shine Your Light Adversity is the fuel that keeps Paige Bueckers going. If she can shine against all odds, you can too 🪣 x ⚡️",https://www.youtube.com/watch?v=C29zTTTNmu4,Positive,10,2,2,14
QIxZAiKDDF0,GATORADE x DJ KHALED,"With the big game around the corner, @djkhaledofficial has an even bigger announcement to make. Go sign up for Gatorade iD on Gatorade.com to shop the exclusive capsule collab and collect the Gatorade x DJ Khaled hoodie, towel, and Gx Bottle available 2/8.",2024-01-31T13:55:24Z,1138109,32,46.0,Gatorade,"GATORADE x DJ KHALED With the big game around the corner, @djkhaledofficial has an even bigger announcement to make. Go sign up for Gatorade iD on Gatorade.com to shop the exclusive capsule collab and collect the Gatorade x DJ Khaled hoodie, towel, and Gx Bottle available 2/8.",https://www.youtube.com/watch?v=QIxZAiKDDF0,Negative,10,12,6,28
lZVTTRwzbGU,Gatorade | Caitlin Clark | You Can Too,"If Caitlin Clark can make it this big, you can too. Welcome to Team Gatorade, 
22! ⚡️🏀",2023-12-12T13:59:17Z,2206703,110,45.0,Gatorade,"Gatorade | Caitlin Clark | You Can Too If Caitlin Clark can make it this big, you can too. Welcome to Team Gatorade, 
22! ⚡️🏀",https://www.youtube.com/watch?v=lZVTTRwzbGU,Positive,63,11,20,94
tPqZZbDsdFk,Gatorade x @DamianLillard  Don’t Go Missing,"Damian Lillard aka DAME TIME himself, shares a very important message to help you come through in clutch moments.


Learn more about how Rehydrating, Replenishing and Refueling can keep you from going missing at Gatorade.com/fuel/hydration/gatorade-thirst-quencher/bottle/orange",2023-07-25T14:01:26Z,789634,305,31.0,Gatorade,"Gatorade x @DamianLillard  Don’t Go Missing Damian Lillard aka DAME TIME himself, shares a very important message to help you come through in clutch moments.


Learn more about how Rehydrating, Replenishing and Refueling can keep you from going missing at Gatorade.com/fuel/hydration/gatorade-thirst-quencher/bottle/orange",https://www.youtube.com/watch?v=tPqZZbDsdFk,Positive,51,25,24,100
c6Mwe-8nAo8,Issam Asinga: 2022-2023 Gatorade National Boys Track & Field Player of the Year,This Florida sprinter has been bringing heat and hard work to the track all year. Issam Asinga is the 2022-2023 Gatorade National Boys Track & Field Player of the Year!,2023-07-18T21:35:29Z,1098,9,59.0,Gatorade,Issam Asinga: 2022-2023 Gatorade National Boys Track & Field Player of the Year This Florida sprinter has been bringing heat and hard work to the track all year. Issam Asinga is the 2022-2023 Gatorade National Boys Track & Field Player of the Year!,https://www.youtube.com/watch?v=c6Mwe-8nAo8,Positive,4,1,1,6
Vziy24Y6IKI,Gatorade | The Way To Be Great featuring @eminem,"Greatness isn’t about what you’ve done… it’s about what you do next.

@eminem",2023-06-09T19:13:23Z,101153,165,31.0,Gatorade,"Gatorade | The Way To Be Great featuring @eminem Greatness isn’t about what you’ve done… it’s about what you do next.

@eminem",https://www.youtube.com/watch?v=Vziy24Y6IKI,Neutral,46,6,48,100
8fPNINHyGa8,Twinings Teashop - London Flagship Store,"https://www.twinings.co.uk/flagship

The oldest tea shop in London. Welcome to our 300 year old historical flagship store. Shop favourite Twinings blends, gifts and premium teas from around the world, sample new flavours at our state of the art Loose Tea Bar and sign up for a Masterclass with one of our expert Tea Ambassadors.

R. Twinings and Co Limited & The Twinings Museum
216 Strand
London WC2R 1AP",2017-05-18T14:04:32Z,37626,18,38.0,Twinings,"Twinings Teashop - London Flagship Store https://www.twinings.co.uk/flagship

The oldest tea shop in London. Welcome to our 300 year old historical flagship store. Shop favourite Twinings blends, gifts and premium teas from around the world, sample new flavours at our state of the art Loose Tea Bar and sign up for a Masterclass with one of our expert Tea Ambassadors.

R. Twinings and Co Limited & The Twinings Museum
216 Strand
London WC2R 1AP",https://www.youtube.com/watch?v=8fPNINHyGa8,Positive,10,2,2,14
6dV53gm3n3w,Your First Cup Deserves Twinings - Important Firsts Of The Day,"When you get a great start to the day you’re ready to take on anything the rest of the day throws at you! Let our lively English Strong Breakfast and golden English Breakfast teas kick start your day. We asked Xanthe Berkeley to share the important moments that get her day off to the best start. What are your morning must-haves?

www.twinings.co.uk - THE destination for anything TEA.",2016-09-20T09:14:00Z,9471,7,34.0,Twinings,"Your First Cup Deserves Twinings - Important Firsts Of The Day When you get a great start to the day you’re ready to take on anything the rest of the day throws at you! Let our lively English Strong Breakfast and golden English Breakfast teas kick start your day. We asked Xanthe Berkeley to share the important moments that get her day off to the best start. What are your morning must-haves?

www.twinings.co.uk - THE destination for anything TEA.",https://www.youtube.com/watch?v=6dV53gm3n3w,Neutral,2,0,4,6
_FFUAXnGFCg,"Costa Coffee welcomes travellers’ home with Love Actually star, Martine McCutcheon","Watch Martine McCutcheon, star of Love Actually, bring festive cheer to travellers returning home for Christmas!

Costa Coffee helped create a heartwarming welcome at Stansted Airport, complete with a gospel choir and joyful reunions. Martine revisited the iconic airport scene from Love Actually, celebrating the magic of those first moments when loved ones see each other again.

Research shows that nearly half (47%) of adults say spending time with family and friends lifts their spirits, and 86% agree Christmas is the perfect chance for a catch-up. This festive season, Costa Coffee is helping travellers experience that joy firsthand.

Celebrate the magic of coming home because the best part of Christmas is being together. Watch the heartwarming moment now!

 

#CostaCoffee #MartineMcCutcheon #LoveActually #ChristmasCatchup #MadeWithHeart #ChristmasSpirit #FestiveFeels #ComingHome #StanstedAirport #Christmas2025",2025-12-04T07:21:40Z,20031,30,108.0,Costa Coffee,"Costa Coffee welcomes travellers’ home with Love Actually star, Martine McCutcheon Watch Martine McCutcheon, star of Love Actually, bring festive cheer to travellers returning home for Christmas!

Costa Coffee helped create a heartwarming welcome at Stansted Airport, complete with a gospel choir and joyful reunions. Martine revisited the iconic airport scene from Love Actually, celebrating the magic of those first moments when loved ones see each other again.

Research shows that nearly half (47%) of adults say spending time with family and friends lifts their spirits, and 86% agree Christmas is the perfect chance for a catch-up. This festive season, Costa Coffee is helping travellers experience that joy firsthand.

Celebrate the magic of coming home because the best part of Christmas is being together. Watch the heartwarming moment now!

 

#CostaCoffee #MartineMcCutcheon #LoveActually #ChristmasCatchup #MadeWithHeart #ChristmasSpirit #FestiveFeels #ComingHome #StanstedAirport #Christmas2025",https://www.youtube.com/watch?v=_FFUAXnGFCg,Positive,16,6,5,27
e8ZekCPReDY,Introducing Costa Coffee Made with Heart | Delivery (60”),,2025-05-27T10:46:23Z,15009,25,60.0,Costa Coffee,Introducing Costa Coffee Made with Heart | Delivery (60”) ,https://www.youtube.com/watch?v=e8ZekCPReDY,Positive,13,5,2,20
kHxX5UBLXyk,Introducing Costa Coffee Made with Heart | Delivery,,2025-05-16T03:43:56Z,7090,24,30.0,Costa Coffee,Introducing Costa Coffee Made with Heart | Delivery ,https://www.youtube.com/watch?v=kHxX5UBLXyk,Negative,4,12,3,19
3cdrODXRBi4,Introducing Costa Coffee Made with Heart | University (60”),"16+. Costa Club app & membership required to gift/receive reward. Interface may differ. Only earned Costa Club ‘free drink rewards’ can be gifted. Participating GB stores. Handcrafted drinks to earn rewards. Validity period, excl. & T&Cs apply.",2025-05-16T03:43:51Z,90054,410,60.0,Costa Coffee,"Introducing Costa Coffee Made with Heart | University (60”) 16+. Costa Club app & membership required to gift/receive reward. Interface may differ. Only earned Costa Club ‘free drink rewards’ can be gifted. Participating GB stores. Handcrafted drinks to earn rewards. Validity period, excl. & T&Cs apply.",https://www.youtube.com/watch?v=3cdrODXRBi4,Positive,76,10,14,100
1548bvhRSBk,Costa X – the new B2B proposition of Costa Coffee launched at #HostMilano,"Costa X, the new B2B proposition of Costa Coffee launched at #HostMilano event in October 2023. Costa X aims to provide bespoke coffee solutions to businesses of any size. Fuelled with five decades of coffee expertise and backed by the scale of the Coca Cola Company, Costa X is set to revolutionise how and where barista-quality coffee can be served. Whether you’re a large hotel brand, a small restaurant group, a travel hub or workplace, Costa X offers bespoke end-to-end coffee solutions with cutting-edge coffee machines, accessories, operations and maintenance support and activation materials to tailor to your specific coffee needs.",2023-11-06T09:04:18Z,4899,9,28.0,Costa Coffee,"Costa X – the new B2B proposition of Costa Coffee launched at #HostMilano Costa X, the new B2B proposition of Costa Coffee launched at #HostMilano event in October 2023. Costa X aims to provide bespoke coffee solutions to businesses of any size. Fuelled with five decades of coffee expertise and backed by the scale of the Coca Cola Company, Costa X is set to revolutionise how and where barista-quality coffee can be served. Whether you’re a large hotel brand, a small restaurant group, a travel hub or workplace, Costa X offers bespoke end-to-end coffee solutions with cutting-edge coffee machines, accessories, operations and maintenance support and activation materials to tailor to your specific coffee needs.",https://www.youtube.com/watch?v=1548bvhRSBk,Negative,2,5,2,9
7m2Lj0um670,Celebrating 13 Years of Rainforest Alliance Partnership,"As we celebrate our 50th year, we're also celebrating great partnerships. This includes 13 years of sourcing 100% of our coffee and cocoa from Rainforest Alliance Certified farms.

Read more here: www.rainforest-alliance.org",2021-02-17T16:29:44Z,7937,7,31.0,Costa Coffee,"Celebrating 13 Years of Rainforest Alliance Partnership As we celebrate our 50th year, we're also celebrating great partnerships. This includes 13 years of sourcing 100% of our coffee and cocoa from Rainforest Alliance Certified farms.

Read more here: www.rainforest-alliance.org",https://www.youtube.com/watch?v=7m2Lj0um670,Positive,1,0,1,2
ma_vUzkBvuI,getting a good night’s sleep before festival szn 💤,"The syrups are ready to stir things up on the festival grounds 🌴🌸

festival season, palm springs, festival food, desert music festival",2026-04-09T17:00:55Z,2674960,110,7.0,IHOP,"getting a good night’s sleep before festival szn 💤 The syrups are ready to stir things up on the festival grounds 🌴🌸

festival season, palm springs, festival food, desert music festival",https://www.youtube.com/watch?v=ma_vUzkBvuI,Positive,40,4,19,63
6VIpxQMOmiU,"Happy Father's Day, Dads",What do you love most about YOUR dad? ‪#‎HappyFathersDay‬,2016-06-19T16:54:54Z,17108,19,86.0,Applebee's Grill & Bar,"Happy Father's Day, Dads What do you love most about YOUR dad? ‪#‎HappyFathersDay‬",https://www.youtube.com/watch?v=6VIpxQMOmiU,Neutral,2,2,10,14
vHUSO9zEtUo,Chili's | Awesome Blossom | Name,"The Chili’s Awesome Blossom is back... sort of! Head into the new Chili’s Scranton Branch on April 7th and live it up like it’s 2005 - with, a legendary Awesome Blossom. They’re back - only at Chili’s Scranton.",2025-03-26T12:01:21Z,17517,27,18.0,Chili's Grill & Bar,"Chili's | Awesome Blossom | Name The Chili’s Awesome Blossom is back... sort of! Head into the new Chili’s Scranton Branch on April 7th and live it up like it’s 2005 - with, a legendary Awesome Blossom. They’re back - only at Chili’s Scranton.",https://www.youtube.com/watch?v=vHUSO9zEtUo,Negative,6,9,4,19
WtKVNUsHvvg,Chili's | Awesome Blossom | How Many,"The Chili’s Awesome Blossom is back... sort of! Head into the new Chili’s Scranton Branch on April 7th and live it up like it’s 2005 - with, a legendary Awesome Blossom. They’re back - only at Chili’s Scranton.",2025-03-26T12:00:46Z,15033,7,24.0,Chili's Grill & Bar,"Chili's | Awesome Blossom | How Many The Chili’s Awesome Blossom is back... sort of! Head into the new Chili’s Scranton Branch on April 7th and live it up like it’s 2005 - with, a legendary Awesome Blossom. They’re back - only at Chili’s Scranton.",https://www.youtube.com/watch?v=WtKVNUsHvvg,Positive,4,1,2,7
X5aVApc5-H8,Chili's | Scranton Branch | Full,"The Chili’s Scranton Branch Opens April 7th! So, grab some friends from your Scranton workplace and head in for an Awesome Blossom – ONLY available at Chili’s Scranton Branch.",2025-03-26T12:00:43Z,108852,10,49.0,Chili's Grill & Bar,"Chili's | Scranton Branch | Full The Chili’s Scranton Branch Opens April 7th! So, grab some friends from your Scranton workplace and head in for an Awesome Blossom – ONLY available at Chili’s Scranton Branch.",https://www.youtube.com/watch?v=X5aVApc5-H8,Positive,8,0,2,10
veDIclJsZXg,Chili's | Ride the ‘Dente | :30s,"Don’t just order a Chili’s Presidente Margarita - tell ‘em you’re ready to Ride The ‘Dente. If they look at you funny, make sure you’re in a Chili’s. If not, go to a Chili’s and try again. Must be 21+ to Ride the ‘Dente.",2025-02-11T13:45:05Z,5628896,25,31.0,Chili's Grill & Bar,"Chili's | Ride the ‘Dente | :30s Don’t just order a Chili’s Presidente Margarita - tell ‘em you’re ready to Ride The ‘Dente. If they look at you funny, make sure you’re in a Chili’s. If not, go to a Chili’s and try again. Must be 21+ to Ride the ‘Dente.",https://www.youtube.com/watch?v=veDIclJsZXg,Positive,8,4,5,17
OcrbIfjEpPo,Chili's | Burger Time Trailer,"NO PURCHASE NECESSARY. 

Open to legal residents of the 50 U.S. and DC, who are at least 18 years old as of date of Game Play. Begins 9:00 AM ET on 6/25/24; ends 11:59:59 PM ET on 7/14/24. Void where prohibited. 

For Official Rules, prize descriptions and eligibility, visit chilisburgertime.com. Sponsor: Brinker International Payroll Company, L.P., 3000 Olympus Blvd., Dallas, TX 75019.",2024-06-25T12:59:18Z,1078140,21,31.0,Chili's Grill & Bar,"Chili's | Burger Time Trailer NO PURCHASE NECESSARY. 

Open to legal residents of the 50 U.S. and DC, who are at least 18 years old as of date of Game Play. Begins 9:00 AM ET on 6/25/24; ends 11:59:59 PM ET on 7/14/24. Void where prohibited. 

For Official Rules, prize descriptions and eligibility, visit chilisburgertime.com. Sponsor: Brinker International Payroll Company, L.P., 3000 Olympus Blvd., Dallas, TX 75019.",https://www.youtube.com/watch?v=OcrbIfjEpPo,Positive,7,2,7,16
JX76-uiFvSE,Chili's | ChiliHead Voice Full Episode,,2018-05-23T18:04:30Z,13041,9,221.0,Chili's Grill & Bar,Chili's | ChiliHead Voice Full Episode ,https://www.youtube.com/watch?v=JX76-uiFvSE,Positive,5,0,4,9
F4gIe3Oo_mI,Great Place to Work,"When you are a ChiliHead, you are family. Connecting with each other, our Guests, and our communities is part of our DNA. And we have fun doing it. Be part of what’s trending at #TodaysChilis!",2016-02-16T17:29:35Z,8021,16,56.0,Chili's Grill & Bar,"Great Place to Work When you are a ChiliHead, you are family. Connecting with each other, our Guests, and our communities is part of our DNA. And we have fun doing it. Be part of what’s trending at #TodaysChilis!",https://www.youtube.com/watch?v=F4gIe3Oo_mI,Negative,3,8,2,13
Lp5EnUa89oQ,Outback Steakhouse // Steak-cation,"When you start wishing Dad was steak, it’s time for a Steak-cation. Embark on a sizzling adventure with our irresistibly juicy, smoky, and sometimes bourbon-y NEW steak favorites. Starting at 14.99 for a limited time.",2025-01-03T21:40:10Z,32487,92,31.0,Outback Steakhouse,"Outback Steakhouse // Steak-cation When you start wishing Dad was steak, it’s time for a Steak-cation. Embark on a sizzling adventure with our irresistibly juicy, smoky, and sometimes bourbon-y NEW steak favorites. Starting at 14.99 for a limited time.",https://www.youtube.com/watch?v=Lp5EnUa89oQ,Positive,23,17,12,52
phuNR4N7KoA,Outback Steakhouse || The New Outback App,"Give your phone an upgrade by adding a Steak Button to it! Download the new, redesigned Outback App today!",2021-08-31T14:22:08Z,1410127,9,11.0,Outback Steakhouse,"Outback Steakhouse || The New Outback App Give your phone an upgrade by adding a Steak Button to it! Download the new, redesigned Outback App today!",https://www.youtube.com/watch?v=phuNR4N7KoA,Positive,3,0,2,5
fveNHqcnUoM,Order Up!,"Breadsticks, pasta and all your favorites. OG Delivery to the rescue!",2025-12-29T20:23:17Z,24795482,107,13.0,Olive Garden,"Order Up! Breadsticks, pasta and all your favorites. OG Delivery to the rescue!",https://www.youtube.com/watch?v=fveNHqcnUoM,Neutral,33,19,41,93
ELFlyjkDvr8,Ready to Create Your Own Pasta?,"Choose your perfect combination of pasta and made-from-scratch sauce with Create Your Own Pasta. And of course, it all comes with our never-ending buttery breadsticks, homemade soup, or garden-fresh salad. All starting at just $12.99.",2024-06-03T14:24:18Z,260218,13,15.0,Olive Garden,"Ready to Create Your Own Pasta? Choose your perfect combination of pasta and made-from-scratch sauce with Create Your Own Pasta. And of course, it all comes with our never-ending buttery breadsticks, homemade soup, or garden-fresh salad. All starting at just $12.99.",https://www.youtube.com/watch?v=ELFlyjkDvr8,Positive,4,3,2,9
8Z8y_ZweDw0,Lasagna made with more of what you love,"At Olive Garden, we don’t take our lasagna lightly. With layers upon layers baked to perfection, it’s almost too much for Garfield to handle... even when it’s just on TV. See The Garfield Movie exclusively in theaters this May.",2024-05-03T13:15:12Z,176600,16,11.0,Olive Garden,"Lasagna made with more of what you love At Olive Garden, we don’t take our lasagna lightly. With layers upon layers baked to perfection, it’s almost too much for Garfield to handle... even when it’s just on TV. See The Garfield Movie exclusively in theaters this May.",https://www.youtube.com/watch?v=8Z8y_ZweDw0,Positive,10,1,4,15
mpfc7QjDCfU,Olive Garden Careers: Our Restaurant Leaders,"See what it's like working at Olive Garden. Find an Olive Garden application at http://www.olivegarden.com/careers.

When you work at Olive Garden, you're family. At Olive Garden, you have the opportunity for career growth and development. Hear directly from Olive Garden Restaurant Leaders about their career journey and the great benefits along the way.",2018-11-19T13:55:03Z,11740,12,68.0,Olive Garden,"Olive Garden Careers: Our Restaurant Leaders See what it's like working at Olive Garden. Find an Olive Garden application at http://www.olivegarden.com/careers.

When you work at Olive Garden, you're family. At Olive Garden, you have the opportunity for career growth and development. Hear directly from Olive Garden Restaurant Leaders about their career journey and the great benefits along the way.",https://www.youtube.com/watch?v=mpfc7QjDCfU,Neutral,0,3,6,9
QULVl3wpc5A,Meet Don,"At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",2016-11-03T22:36:07Z,23981,15,72.0,Olive Garden,"Meet Don At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",https://www.youtube.com/watch?v=QULVl3wpc5A,Neutral,2,2,0,4
YRr1b7lEVhQ,"Made by hand, and with heart, every day.","At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",2016-11-03T22:35:43Z,4238001,32,78.0,Olive Garden,"Made by hand, and with heart, every day. At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",https://www.youtube.com/watch?v=YRr1b7lEVhQ,Neutral,5,1,10,16
x8IcPYrBt_E,Meet Carlos,"At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",2016-11-03T22:35:37Z,35655,14,70.0,Olive Garden,"Meet Carlos At Olive Garden, our soup and sauce masters craft their dishes by hand and from scratch. Check out their stories here. Because they know cooking that way – the Italian way- everything tastes better. It’s that simple. And in this video, they’ll tell their stories first hand, and how they add pride and passion to everything they make.",https://www.youtube.com/watch?v=x8IcPYrBt_E,Positive,5,3,1,9
At7qviZYkB8,Why I Love Working for Olive Garden!,"See what it's like working at Olive Garden. Learn more about job descriptions and apply at http://www.olivegarden.com/careers.
 
When you work at Olive Garden, you're family. See the family-oriented culture that supports team members through all stages of their careers. Hear directly from team members and Restaurant Leaders about why they love to work for Olive Garden.",2016-08-22T21:47:07Z,88011,22,95.0,Olive Garden,"Why I Love Working for Olive Garden! See what it's like working at Olive Garden. Learn more about job descriptions and apply at http://www.olivegarden.com/careers.
 
When you work at Olive Garden, you're family. See the family-oriented culture that supports team members through all stages of their careers. Hear directly from team members and Restaurant Leaders about why they love to work for Olive Garden.",https://www.youtube.com/watch?v=At7qviZYkB8,Neutral,4,3,7,14
iA0hh3w_4fY,Olive Garden on Late Night with Jimmy Fallon (aired 06/13/13),"Olive Garden officially welcomes Jimmy Fallon and his fans into the family by sharing its former tagline ""When You're Here, You're Family.",2013-06-14T13:48:54Z,23505,14,239.0,Olive Garden,"Olive Garden on Late Night with Jimmy Fallon (aired 06/13/13) Olive Garden officially welcomes Jimmy Fallon and his fans into the family by sharing its former tagline ""When You're Here, You're Family.",https://www.youtube.com/watch?v=iA0hh3w_4fY,Positive,7,0,7,14
gO7LNJXT4_I,Ghirardelli Celebrates National Peppermint Bark Day,"This year marks the 20th anniversary of seasonal fan favorite Ghirardelli Peppermint Bark SQUARES. To celebrate, we gathered strangers from all over New York City to spread the holiday spirit on National Peppermint Bark Day.

Follow us at https://instagram.com/ghirardelli!

#PeppermintBarkSeason",2024-12-04T04:22:44Z,4497,13,73.0,Ghirardelli,"Ghirardelli Celebrates National Peppermint Bark Day This year marks the 20th anniversary of seasonal fan favorite Ghirardelli Peppermint Bark SQUARES. To celebrate, we gathered strangers from all over New York City to spread the holiday spirit on National Peppermint Bark Day.

Follow us at https://instagram.com/ghirardelli!

#PeppermintBarkSeason",https://www.youtube.com/watch?v=gO7LNJXT4_I,Positive,10,0,2,12
